Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,Welikada,26.00,BTS Operation,PB-5250,4 X 4 Double cab," 233,833.33 "," 196,118.28 "," 3,454.00 ", 67.50 , 4.00 , 954.00 , 82.83 ," 79,019.82 "," 6,378.75 "," 2,100.00 "," 283,616.85 "," 51,051.03 "," 334,667.88 ", 5.00 , -   ," 10,000.00 "," 7,543.01 ",," (10,000.00)"," (1,800.00)"," (11,800.00)"," 273,616.85 "," 49,251.03 "," 322,867.88 "
Prime,Welikada,31.00,Transport Maintaince,CBK-9688,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,312.00 ", -   , -   , -   , 33.50 , -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 ", -   , -   , -   ," 2,903.23 ",, -   , -   , -   ," 90,000.00 "," 16,200.00 "," 106,200.00 "
Prime,Welikada,31.00,Transmission Operations,CAT-1657,Self-Driven Passenger Car," 90,000.00 "," 90,000.00 "," 1,626.00 ", -   , -   , 126.00 , 33.50 ," 4,221.00 ", -   , -   ," 94,221.00 "," 16,959.78 "," 111,180.78 ", -   , -   , -   ," 2,903.23 ",, -   , -   , -   ," 94,221.00 "," 16,959.78 "," 111,180.78 "
Prime,Welikada,31.00,Transmission Operations,CAK-4723,Self-Driven Passenger Car," 94,176.00 "," 94,176.00 "," 1,965.00 ", -   , -   , -   , 33.50 , -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 ", -   , -   , -   ," 3,037.94 ",, -   , -   , -   ," 94,176.00 "," 16,951.68 "," 111,127.68 "
Prime,Yatiyanthota,31.00,BTS Operation,PA-4740,Passenger Van," 162,789.27 "," 162,789.27 "," 2,216.00 ", 27.50 , -   ,, 59.88 , -   ," 2,165.63 ", -   ," 164,954.90 "," 29,691.88 "," 194,646.78 ", -   , -   , -   ," 5,251.27 ",, -   , -   , -   ," 164,954.90 "," 29,691.88 "," 194,646.78 "
,,,,,,,," 213,483.49 "," 3,730.00 ", 35.00 ," 45,296.36 ",,,,," 15,188,378.89 ",,,,,,,," (68,000.00)",,," 15,120,378.89 "," 45,296.36 "," 17,842,047.09 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
