Supplier,Location,Working days,Division,Vehicle Number,Vehicle Type, Rental , Rental (As per the Working days) , Total KM , OT , Night Out , Excess milage , Excess milage Rate , Excess Amount , OT Amount , Night Out Amount , Total with out VAT , Rental VAT 18% , Total with VAT , Absent  , Temporary  hired vehicle charges , Penalty Amount , No pay rate , No pay Amount , Credit amount with out VAT , Credit VAT Total 18% , Credit amount with VAT , Final Payment with out VAT , Final Payment  VAT 18% , Final Payment with  VAT 
Prime,Welikada,30.00,BTS Operation,PC-4084,Self-Driven 4 X 4 Double cab," 146,475.00 "," 146,475.00 "," 1,984.00 ", -   , -   , -   , 51.45 , -   , -   , -   ," 146,475.00 "," 26,365.50 "," 172,840.50 ", -   , -   , -   ," 4,882.50 ",, -   , -   , -   ," 146,475.00 "," 26,365.50 "," 172,840.50 "
Prime,Welikada,29.00,BTS Operation,PB-5250,4 X 4 Double cab," 227,166.67 "," 219,594.45 "," 3,748.00 ", 94.00 , 4.00 ," 1,248.00 ", 80.17 ," 100,052.16 "," 8,705.34 "," 2,100.00 "," 330,451.95 "," 59,481.35 "," 389,933.30 ", 1.00 , -   ," 2,000.00 "," 7,572.22 ",," (2,000.00)", (360.00)," (2,360.00)"," 328,451.95 "," 59,121.35 "," 387,573.30 "
Shakya,Welikada,30.00,Transmission Operations,CAT-1657,Self-Driven Passenger Car," 81,500.00 "," 81,500.00 "," 1,614.00 ", -   , -   , 114.00 , 30.50 ," 3,477.00 ", -   , -   ," 84,977.00 "," 15,295.86 "," 100,272.86 ", -   , -   , -   ," 2,716.67 ",, -   , -   , -   ," 84,977.00 "," 15,295.86 "," 100,272.86 "
Shakya,Welikada,30.00,Transmission Operations,CAD-4201,Self-Driven Passenger Car," 81,500.00 "," 81,500.00 "," 1,704.00 ", -   , -   , 204.00 , 30.50 ," 6,222.00 ", -   , -   ," 87,722.00 "," 15,789.96 "," 103,511.96 ", -   , -   , -   ," 2,716.67 ",, -   , -   , -   ," 87,722.00 "," 15,789.96 "," 103,511.96 "
Shakya,Yatiyanthota,30.00,BTS Operation,PA-4740,Passenger Van," 125,810.00 "," 125,810.00 "," 1,903.00 ", 33.00 , -   ,, 64.00 , -   ," 2,962.74 ", -   ," 128,772.74 "," 23,179.09 "," 151,951.83 ", -   , -   , -   ," 4,193.67 ",, -   , -   , -   ," 128,772.74 "," 23,179.09 "," 151,951.83 "
,,,,,,,," 200,221.77 "," 3,961.70 ", 48.00 ," 33,767.68 ",,,,," 13,492,295.69 ",,,,,,,," (68,147.00)",,," 13,424,148.69 "," 33,767.68 "," 15,840,495.45 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
